X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
70,Cases,NA,NA,"U. S. v. Parke, Davis & Co.",https://www.westlaw.com/Document/I0a41539e9bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=118&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,23-Jan-61,365 U.S. 125,81 S.Ct. 433,526,1961,Yes,"Another order on the Parke Davis case above, affirming the judgement again in the face of new evidence",Yes,Yes,Government,Company,govCase,p1,no,no,yes,no
75,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I582aba909bed11d9bdd1cfdd544ca3a4&rank=125&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Radiant Burners, Inc. v. Peoples Gas Light & Coke Co.",https://www.westlaw.com/Document/I582aba909bed11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=125&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,16-Jan-61,364 U.S. 656,81 S.Ct. 365,"158607, 73",1961,Yes,"Petitioner sued larger company and association for violation of Sherman Section 1. The claim was that the association certified gas burners, but that this was not neutral and was influenced by larger players. Petitioner had twice submitted its own gas burner, but given an unfair consideration. District Court and Appeals Court dismiss for faillure to state a claim. Supreme Court reverses, saying that this could be a conspiracy or a group boycott and that the trial should proceed.",Yes,No,Smaller company,Bigger company,plb,p1,no,no,yes,no
137,Cases,Yellow KeyCite and Overruling Risk KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I582a93819bed11d9bdd1cfdd544ca3a4&rank=220&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0 and https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I582a93819bed11d9bdd1cfdd544ca3a4&rank=220&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&overruleRisk=true&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Tampa Elec. Co. v. Nashville Coal Co.,https://www.westlaw.com/Document/I582a93819bed11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=220&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,27-Feb-61,365 U.S. 320,81 S.Ct. 623,87,1961,Yes,"Powerplant built a new coal plant (innovation at the time) and contracted for coal supply for 20 years. Right when the contract was about to start being performed, the suppliers said the contract was illegal under antitrust laws and revoked it. The powerplant then sued to enforce the contract. District Court and Circuit Court agreed it was in violation of antitrust Laws (Section 3 of the Clayton Act). Supreme Court says the relevant market was supply of coal to all the US, and that the contracted impacted less than 1% of sales. Therefore, there is no relevant impact on the market. Reverses. CANNOT DETERMINE COMPANY SIZES",No,No,Company,Company,NA,p1,no,no,no,no
161,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d23a3e19c9711d993e6d35cc61aab4a&rank=260&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. E. I. du Pont de Nemours & Co.,https://www.westlaw.com/Document/I1d23a3e19c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=260&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,22-May-61,366 U.S. 316,81 S.Ct. 1243,55,1961,Yes,"After the DuPont case, District Court refuses government total divestiture of the position in GM. Government appeals. Supreme Court sides with Government on divestiture.",Yes,Yes,Government,Company,govCase,p1,No,no,no,yes
28,Cases,Red KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ie9c0d88b9c1b11d9bdd1cfdd544ca3a4&rank=46&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"U.S. v. Loew's, Inc.",https://www.westlaw.com/Document/Ie9c0d88b9c1b11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=46&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,5-Nov-62,371 U.S. 38,83 S.Ct. 97,"42, 43, 44",1962,Yes,"US sued several six major movie distributor for violating Sherman Act Section 1 due to their conditioning of licensing major films upon the display of lesser films as well. District Court found that while there was competition among distirbutors, there were individual tying violations for each licensing agreement. Enjoined tying in future contracts. Parties appeal. Supreme Court agrees it was tying. Also expand remedies in line with US more strict request of individual pricing for films and others",Yes,Yes,Government,Company,govCase,p1,no,no,yes,no
39,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I221a5e309bf011d993e6d35cc61aab4a&rank=62&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Continental Ore Co. v. Union Carbide & Carbon Corp.,https://www.westlaw.com/Document/I221a5e309bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=62&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Jun-62,370 U.S. 690,82 S.Ct. 1404,304,1962,Yes,"Continental was a small supplier of ferrovanadium and vanadium oxide, and sued larger suppliers for attempting and conspiring to monopolize the trade and commerce, in violation of Sections 1 and 2 of the Sherman Act. This was through a series of acquisitions and contracts that excluded potential smaller competitors like Continental. Jury ruled in favor of defendants. Court of appeals affirmed. Supreme Court remands for new trial saying there was enough evidence for a direct veredict ",Yes,No,Smaller company,Bigger company,plb,p1,no,yes,yes,yes
49,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0a4cc54b9bf011d991d0cc6b54f12d4d&rank=82&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Wise,https://www.westlaw.com/Document/I0a4cc54b9bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=82&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Jun-62,370 U.S. 405,82 S.Ct. 1354,488,1962,Yes,"Jury returned two counts against the National Dairy Products Corporation for violating Section 1 of the Sherman Act by engaging in a conspiracy to eliminate competition in the market for milk in the great Kansas City. Appellee was an employee that was also charged but Distrct Court dismissed because he was simply a representative of the company. Government appealed. Supreme Court says ""persons"" should be interpreted broadly, to also include corporate executives. ",Yes,Yes,Individual,Government,govCase,p2,no,no,yes,no
83,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Ice9e79679c9611d993e6d35cc61aab4a&rank=138&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Brown Shoe Co. v. U.S.,https://www.westlaw.com/Document/Ice9e79679c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=138&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Jun-62,370 U.S. 294,82 S.Ct. 1502,4,1962,Yes,"Government sues brown shoe company for violating Section 7 of the Clayton Act by merging with Kinney. Brown shoe was the 3rd largest seller of shoes by volume in the US, and Kinney was the 8th and itself a large manufacturer and retailer (though nationally it represented 0.5% of manufacturing and 2% of retail capacity). District Court enjoined the merger because of risk for the retail sector (not wholesale). Brownshoe was found to be a driver of the increased verticalization of the industry by acquiring many smaller companies and afterward increasing its supply to these companies. Still it had only 4% of manufacturing. Supreme Court affirms that there is no de minimis risk of foreclosure in vertical relations, and that one must consider economic and historical industry arrangements to understand whether the merger is harmful. This was a merger of large, leading companies in the sector that was mostly shaped as family-sized shops. This could increase the risk of foreclosure similar to a tying arrangement, and more dangerous in an industry that is tending to consolidation--and Congress intention was to prevent the formation of oligopolies in previoulsy competitive markets. In addition, in many local retail markets the concentration by volume would exceeed 20% of sales of shoes (cities like NY and others)and in some would exceed 57%. Affirms.",Yes,Yes,Company,Government,govCase,p2,no,yes,no,no
108,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I0a48a6ac9bf011d991d0cc6b54f12d4d&rank=175&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Sunkist Growers, Inc. v. Winckler & Smith Citrus Products Co.",https://www.westlaw.com/Document/I0a48a6ac9bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=175&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,28-May-62,370 U.S. 19,82 S.Ct. 1130,241,1962,Yes,"Charge of violation of Sections 1 and 2 of the Sherman Act to restrain and monopolize the inter-state commerce of citrus fruits and byproducts. Sunkist (the defendant and petitioner) is an agricultural cooperative organization, which claims to be exempt from antitrust laws. Plaintiff is a customer, who alleges was offered oranges at artificially high prices due to the cooperative arrangements. Supreme Court affirms the exemption, overruling the District and Circuit Courts.",No,No,Cooperative,Company,plb,p1,no,no,yes,yes
125,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I64d845239c1d11d9bc61beebb95be672&rank=198&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Poller v. Columbia Broadcasting System, Inc.",https://www.westlaw.com/Document/I64d845239c1d11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=198&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Feb-62,368 U.S. 464,82 S.Ct. 486,45,1962,Yes,"Question on whether companies were entitled to summary judgement in a case involving a dissolution of a company after FCC approval for an acquisition. Supreme Court rules they were not, reafirming the right of plaintiffs to trial",Yes,No,Smaller company,Bigger company,plb,p1,no,no,yes,yes
146,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I616a83ba9c1f11d9bc61beebb95be672&rank=233&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Los Angeles Meat and Provision Drivers Union, Local 626 v. U.S.",https://www.westlaw.com/Document/I616a83ba9c1f11d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=233&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Nov-62,371 U.S. 94,83 S.Ct. 162,38,1962,Yes,"Violation of Section 1 of the Sherman Act in the monopolization of the market for yellow grease. In particular, the appellants were a Los Angeles labor union and some of its members/contractors who are so called grease peddlers. The union encourage most suppliers (workers in restaurants) to become members of the union so as to increase margins, fixed purchase and sales prices for members. District Court enjoyned the practice and barred membership to the Union as a remedy. Supreme Court agrees. ",Yes,Yes,Union,Government,govCase,p2,no,no,yes,no
269,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I1d26ff419c9711d993e6d35cc61aab4a&rank=466&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Borden Co.,https://www.westlaw.com/Document/I1d26ff419c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=466&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Jun-62,370 U.S. 460,82 S.Ct. 1309,439,1962,Yes,Robinson-Patman claim involving price discrimination of dairy products. District Court affirmed the discrimination under 2(a) but affirmed it was jusified for cost reasons. Government challenged the measure of cost used by the District Court. Supreme Court agrees with Government that the measure was erroneous,Yes,Yes,Government,Company,govCase,p1,yes,no,no,no
3,Cases,Yellow KeyCite and Overruling Risk KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea249fa9c9611d993e6d35cc61aab4a&rank=7&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0 and https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea249fa9c9611d993e6d35cc61aab4a&rank=7&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&overruleRisk=true&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,White Motor Co. v. U.S.,https://www.westlaw.com/Document/Icea249fa9c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=7&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,4-Mar-63,372 U.S. 253,83 S.Ct. 696,54,1963,Yes,"US sues truck and other car manufacturers for per se violations of the Sherman Act due to territorial exclusivity and other minimum price  clauses in their distribution agreements. District Court agreed in a summary judgment. Supreme Court affirms the summary judgement on price fixing, but says that while territorial restraints are per se violations, there should have been a trial to ascertain motivation, etc. Reverses",No,Yes,Company,Government,govCase,p1,no,no,yes,no
66,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id4ca42869c1d11d991d0cc6b54f12d4d&rank=111&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Singer Mfg. Co.,https://www.westlaw.com/Document/Id4ca42869c1d11d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=111&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,17-Jun-63,374 U.S. 174,83 S.Ct. 1773,438,1963,Yes,US sued a manufacturer of household zigzag sewing machines for violation of Section 1 and 2 of the Sherman Act. The claim was a conspiracy between Singer and two other international companies to through cross-licensing agreements to exclude japanese manufacturers from the market. District court dismissess. Supreme Court reverses and declares a conspiracy,Yes,Yes,Company,Government,govCase,p1,no,no,yes,yes
77,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I237878b89c1e11d9bdd1cfdd544ca3a4&rank=127&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Silver v. New York Stock Exchange,https://www.westlaw.com/Document/I237878b89c1e11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=127&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-May-63,373 U.S. 341,83 S.Ct. 1246,150,1963,Yes,"NYSE denied private telephone connections necessary for brokers to operate, in accordance with its rules. Plaintiff, a small broker, sues for violation of Sections 1 and 2. Exchange claims exemption based on the Securiities Act. District Court granted summary judgement to plaintiff, saying that the exchange could not regulate member-to-non member contracts.  Court of Appeals reversed. Supreme Court reverses, saying that exemption is only valid to the extent truly necessary to further the goals of the Securities and Exchange act.",Yes,No,Smaller company,Bigger company,plb,p1,no,no,yes,yes
80,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I236c43b69c1e11d9bdd1cfdd544ca3a4&rank=133&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Pan Am. World Airways, Inc. v. U.S.",https://www.westlaw.com/Document/I236c43b69c1e11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=133&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,14-Jan-63,371 U.S. 296,83 S.Ct. 476,"23, 47",1963,Yes,"Over the request of the US Civil Aviation Board, US challenged PanAm control over air routes to South America, in particular because of a 50% share ownership in a joint-venture with antoher competitor and subsequente territorial divisions. This would be in violation of Sections 1, 2 and 3 of the Sherman Act. District Court granted only one count. Both US and Company appealed. Supreme Court says board would have the power to order the divestiture direclty and that this would exempt antitrust enforcement and so reverses and remands to order the divestiture.",No,Yes,Company,Government,govCase,p2,no,yes,yes,yes
97,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea249f19c9611d993e6d35cc61aab4a&rank=158&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. Philadelphia Nat. Bank,https://www.westlaw.com/Document/Icea249f19c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=158&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,17-Jun-63,374 U.S. 321,83 S.Ct. 1715,83,1963,Yes,"US sues under Section 1 of the Sherman Act and 7 of the Clayton Act to block a merger between two banks. District Court dismisses. Supreme Court reverts. Banks were the 2nd and 3rd largest in the Metropolitan Region of Philly (that had other 42 banks). After merger, the bank would be first with 36% share and the second largest would have together 59% of share of assets. The four largest would have 78%. The Comptroller approved the merger and the US sued the next day. Supreme Court first affirms that antitrust laws apply to banking (in particular Section 7) and that there is no exemption to banking. Then affirms a general fear of economic consolidation (as in Brown Shoe), so the creation of a leading firm with a significant increase in concentration can be blocked. Affirms this is the case here, as even though there are 40 other banks the goal of Section 7 was to ""arrest the trend towards concentration"" in markets before alternatives to consumers disappear. Supreme Court dismissess the defense that a stronger bank will be able to expand to better compete with banks in other areas, as ""anticompetitive effects in one market"" cannot be justified by pro-competitive effects in another> ",Yes,Yes,Government,Company,govCase,p1,no,yes,yes,no
150,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I222d22f29bf011d993e6d35cc61aab4a&rank=241&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U.S. v. National Dairy Products Corp.,https://www.westlaw.com/Document/I222d22f29bf011d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=241&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,18-Feb-63,372 U.S. 29,83 S.Ct. 594,18,1963,Yes,"US sues national dairy for violation of Section 3 of the Robinson-Patman Act for selling milk below cost. Defendant claims that the provision making it illegal to sell at ""unreasonably low prices for the pruposes of destroying competition or eliminating a competitor"" is too vague and unconstitutional. District Court affirms unconstitutionality. Supreme Court reverses and affirms that ""selling below cost"" is included in ""unreasonably low prices"". Also affirms the requirement of predatory intent, though does not affirm a cost test. Also affirms that not all sales below cost are immediately illegal, as there must be intent.",Yes,Yes,Government,Company,govCase,p1,Yes,No,Yes,No
33,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I18ced1449bea11d9bdd1cfdd544ca3a4&rank=53&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Simpson v. Union Oil Co. of Cal.,https://www.westlaw.com/Document/I18ced1449bea11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=53&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,20-Apr-64,377 U.S. 13,84 S.Ct. 1051,87,1964,Yes,"Union oil signs consignment agreements with its retailers. These are valid for one year and must be renewed. Simpson, a retailer, started selling above the fixed price (to meet competition) and Union Oil terminated his contract. He alleges that these agreements are a way for Union Oil to control retail gas prices and sues for violation of Sections I and II of the Sherman Act. District Court dismisses, so does Circuit Court. Supreme Court reverses, saying that if the coercively consignment agreement is just a subterfuge to fixed RPM and if there is interstate commerce impact, there is a violation.",Yes,No,Smaller company,Bigger company,plb,p1,No,No,Yes,Yes
52,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Id38eb2e39be911d993e6d35cc61aab4a&rank=86&listSource=Search&list=CASE&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U. S. v. First Nat. Bank & Trust Co. of Lexington,https://www.westlaw.com/Document/Id38eb2e39be911d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=86&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,6-Apr-64,376 U.S. 665,84 S.Ct. 1033,36,1964,Yes,"US alleges that the merger of two banks was a violation of Section 1 and 2 of the Sherman Act. Comptroller approve. DoJ sues on the same day. District Court dismisses saying there is no proof of harm (but no immunity). Supreme Court reverses, alleging Section 1 harm",Yes,Yes,Government,Company,govCase,p1,No,Yes,Yes,Yes
78,Cases,NA,NA,U.S. v. Ward Baking Co.,https://www.westlaw.com/Document/Ie9c08a6c9c1b11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=131&sessionScopeId=4a6bcb31e9675ef0acfae459b458bc7a24707b4c0ab556f2bd5fd10cc6c5456c&ppcid=b18d1b401c9641b1968849a12b3ce680&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,9-Mar-64,376 U.S. 327,84 S.Ct. 763,101,1964,Yes,US alleges cartel of bakeries against the Naval Base in the Jackson area. Bakeries proposed a settlement that the US rejected. Judge accepted the settlement anyway (without trial). US appeals. Supreme Court reverts settlement,Yes,Yes,Government,Company,govCase,p1,No,No,yes,no
