X,Type,KeyCite.Treatment,KeyCite.URL,Title,Document.URL,Court.Line,Filed.Date,Citation,Parallel.Cite,Docket.Num,year,INCLUDE FINAL?,Why,Pro-antitrust enforcement,Direct Appeal from District Court?,party1,party2,scoreType,partyDecisionFavored,Robinson-Patman Claim,Merger,Sherman 1,Sherman 2
48,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Iab8f6ca59bf011d991d0cc6b54f12d4d&rank=74&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U. S. v. Connecticut Nat. Bank,https://www.westlaw.com/Document/Iab8f6ca59bf011d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=74&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,26-Jun-74,418 U.S. 656,94 S.Ct. 2788,73-767,1974,Yes,"This case concerns the legality of a proposed consolidation of two nationally chartered commercial banks operating in adjoining regions of Connecticut. The United States brought a civil antitrust action challenging the 658*658 consolidation under § 7 of the Clayton Act, 38 Stat. 731, as amended, 15 U. S. C. § 18. Following a lengthy trial and on the basis of extensive findings and conclusions, the United States District Court for the District of Connecticut dismissed the Government's complaint. 362 F. Supp. 240 (1973). The Government brought a direct appeal pursuant to the Expediting Act, 32 Stat. 823, as amended, 15 U. S. C. § 29, and the Court noted probable jurisdiction, 414 U. S. 1127 (1974).

The banks desiring to consolidate, Connecticut National Bank (CNB) and First New Haven National Bank (FNH), have offices in contiguous areas in the southwestern portion of Connecticut. CNB maintains its headquarters in the town of Bridgeport, which is situated on the Long Island Sound approximately 60 miles from New York City. CNB is the fourth largest commercial bank in the State. At year-end 1972, it held 6.2% of the deposits in commercial banks in Connecticut. CNB operates 51 offices located in Bridgeport and nearby towns in the extreme southwest section of Connecticut.
(...)
The District Court rejected the Government's potential-competition arguments, relying on such factors as state-law restraints on de novo branching,[1] the expansion plans and capabilities of the two banks, the posture of national and state regulatory officials regarding the issuance of new bank charters, and the existence and economic feasibility of possible foothold acquisitions. 362 F. Supp., at 286-288. As we have held today in the Marine Bancorporation case, these and analogous factors are the appropriate considerations to take into account in determining the legality under § 7 of the Clayton Act of geographic market extension mergers by commercial banks. We are unable, however, to reach the question of whether the District Court correctly assessed the import of those factors in the instant case. We have also held in Marine Bancorporation that the legality of a market extension merger must be determined against the backdrop of properly defined product and geographic markets. See ante, at 618. In our view, the District Court erred in its definition of both concepts, and it is not possible to ascertain the degree, if any, to which those errors may have influenced its conclusions with regard to the Government's potential-competition arguments. Accordingly, the District Court's judgment must be vacated and the case remanded for reconsideration.

",Yes,Yes,Government,Company,govCase,p1,No,Yes,No,No
49,Cases,,,U. S. v. Michigan Nat. Corp.,https://www.westlaw.com/Document/I5abaff3b9be911d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=75&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,21-Oct-74,419 U.S. 1,95 S.Ct. 10,73-1737,1974,Yes,"This is an appeal from an order of the District Court dismissing without prejudice the Government's suit under § 7 of the Clayton Act, 38 Stat. 731, 15 U. S. C. § 18, to enjoin a bank holding company's acquisition. Appellee Michigan National Corporation (MNC), a bank holding company that owns five Michigan banks, seeks control of four additional Michigan banks. The planned acquisition will take the following form. MNC will charter four ""phantom"" banks, initially having no assets or deposits, whose stock it will acquire. The four target banks will be merged with the phantom banks, thereby becoming subsidiary banks of the holding company.

The form of the transaction brings it within the purview of two regulatory statutes. Section 3 of the Bank Holding Company Act of 1956, 70 Stat. 134, as amended, 80 Stat. 237, 12 U. S. C. § 1842, requires that an acquisition of a subsidiary bank by a holding company be approved by the Board of Governors of the Federal Reserve System. Section 18 (c) (2) (A) of the Federal Deposit Insurance Act, as amended by the Bank Merger Act, 80 Stat. 7, 12 U. S. C. § 1828 (c) (2) (A), requires approval of bank mergers by a designated agency, which in the case of an acquisition by a national bank is the Comptroller of the Currency. Each regulatory statute provides time limitations for antitrust suits challenging transactions that have gained administrative approval. The Bank Holding Company Act, § 11, as amended, 80 Stat. 240, 12 U. S. C. § 1849, provides that an antitrust suit arising from a holding company acquisition must be brought within 30 days of approval by the Federal Reserve Board. The Bank Merger Act, 12 U. S. C. §§ 1828 (c) (6) and (7), establishes a similar 30-day period following approval of a merger by the designated administrative body.[1] Under both statutes, 3*3 transactions having administrative approval cannot go forward during the period within which an antitrust suit may be brought, or during the pendency of a timely antitrust suit unless the court otherwise orders. The expiration of the period without the filing of an antitrust suit, however, allows the transacting parties to consummate arrangements without fear of challenge.

MNC made applications to both the Federal Reserve Board and the Comptroller for approval of its proposed transactions. Disapproval by either body would prevent MNC from completing the entire acquisition as planned. In October 1973 the Federal Reserve Board approved the acquisitions by the holding company. Without awaiting action by the Comptroller, the Government filed complaints under the Clayton Act to enjoin the acquisition; the suit was brought within the 30-day period prescribed by § 11 of the Bank Holding Company Act. The District Court dismissed the complaints without prejudice, ruling that the Government should bring a new lawsuit if and when the Comptroller approved the merger of the target banks with the ""phantoms."" The Government took a direct appeal to this Court, 32 Stat. 823, 15 U. S. C. § 29.

The District Court reasoned that the Government's suit was ""premature,"" since a disapproval by the Comptroller would moot the Clayton Act claim. Whether viewed as a dismissal for lack of a ""case or controversy"" or as an exercise of equitable discretion, we believe the District Court's action was error.",Yes,Yes,Government,Company,govCase,p1,No,Yes,No,No
50,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea04e299c9611d993e6d35cc61aab4a&rank=87&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"U.S. v. Marine Bancorporation, Inc.",https://www.westlaw.com/Document/Icea04e299c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=87&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,26-Jun-74,418 U.S. 602,94 S.Ct. 2856,73-38,1974,Yes,"The United States brought this civil antitrust action under § 7 of the Clayton Act, 38 Stat. 731, as amended, 15 U. S. C. § 18, to challenge a proposed merger between two commercial banks. The acquiring bank is a large, nationally chartered bank based in Seattle, Washington, and the acquired bank is a medium-size, state-chartered bank located at the opposite end of the State in Spokane. The banks are not direct competitors to any significant degree in Spokane or any other part of the State. They have no banking offices in each other's home cities. The merger agreement would substitute the acquiring bank for the acquired bank in Spokane and would permit the former for the first time to operate as a direct participant in the Spokane market.

The proposed merger would have no effect on the number of banks in Spokane. The United States bases its case exclusively on the potential-competition doctrine under § 7 of the Clayton Act. It contends that if the merger is prohibited, the acquiring bank would find an alternative and more competitive means for entering the Spokane area and that the acquired bank would ultimately develop by internal expansion or mergers with smaller banks into an actual competitor of the acquiring bank and other large banks in sections of the State outside Spokane. The Government further submits that the merger would terminate the alleged procompetitive influence that the acquiring bank presently exerts over Spokane banks due to the potential for its entry into that market.

After a full trial, the District Court held against the Government on all aspects of the case. We affirm that court's judgment. We hold that in applying the potential-competition 606*606 doctrine to commercial banking, courts must take into account the extensive federal and state regulation of banks, particularly the legal restraints on entry unique to this line of commerce. The legal barriers to entry in the instant case, notably state-law prohibitions against de novo branching, against branching from a branch office, and against multibank holding companies, compel us to conclude that the challenged merger is not in violation of § 7.",No,Yes,Government,Company,govCase,p2,No,Yes,No,No
51,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea0753d9c9611d993e6d35cc61aab4a&rank=96&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U. S. v. General Dynamics Corp.,https://www.westlaw.com/Document/Icea0753d9c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=96&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Mar-74,415 U.S. 486,94 S.Ct. 1186,72-402,1974,Yes,"On September 22, 1967, the Government commenced this suit in the United States District Court for the Northern District of Illinois, challenging as violative of § 7 of the Clayton Act, 38 Stat. 731, as amended, 15 U. S. C. § 18, the acquisition of the stock of United Electric Coal Companies by Material Service Corp. and its successor, General Dynamics Corp. After lengthy discovery proceedings, a trial was held from March 30 to April 22, 1970, and on April 13, 1972, the District Court issued an opinion and judgment finding no violation of the Clayton Act. 341 F. Supp. 534. The Government appealed directly to this Court pursuant to the Expediting Act, 15 U. S. C. § 29, and we noted probable jurisdiction. 409 U. S. 1058. 

At the time of the acquisition involved here, Material Service Corp. was a large midwest producer and supplier of building materials, concrete, limestone, and coal. All of its coal production was from deep-shaft mines operated by it or its affiliate, appellee Freeman Coal Mining Corp., and production from these operations 489*489 amounted to 6.9 million tons of coal in 1959 and 8.4 million tons in 1967. In 1954, Material Service began to acquire the stock of United Electric Coal Companies. United Electric at all relevant times operated only strip or open-pit mines in Illinois and Kentucky; at the time of trial in 1970 a number of its mines had closed and its operations had been reduced to four mines in Illinois and none in Kentucky.[1] In 1959, it produced 3.6 million tons of coal, and by 1967, it had increased this output to 5.7 million tons. Material Service's purchase of United Electric stock continued until 1959. At this point Material's holdings amounted to more than 34% of United Electric's outstanding shares and—all parties are now agreed on this point—Material had effective control of United Electric. The president of Freeman was elected chairman of United Electric's executive committee, and other changes in the corporate structure of United Electric were made at the behest of Material Service.

Some months after this takeover, Material Service was itself acquired by the appellee General Dynamics Corp. General Dynamics is a large diversified corporation, much of its revenues coming from sales of aircraft, communications, and marine products to Government agencies. The trial court found that its purchase of Material Service was part of a broad diversification program aimed at expanding General Dynamics into commercial, nondefense business. As a result of the purchase of Material Service, and through it, of Freeman and United Electric, General Dynamics became the Nation's fifth largest commercial coal producer. During the early 1960's General Dynamics increased its equity in United 490*490 Electric by direct purchases of United Electric stock, and by 1966 it held or controlled 66.15% of United Electric's outstanding shares. In September 1966 the board of directors of General Dynamics authorized a tender offer to holders of the remaining United Electric stock. This offer was successful, and United Electric shortly thereafter became a wholly owned subsidiary of General Dynamics.

The thrust of the Government's complaint was that the acquisition of United Electric by Material Service in 1959 violated § 7 of the Clayton Act[2] because the takeover substantially lessened competition in the production and sale of coal in either or both of two geographic markets. It contended that a relevant ""section of the country"" within the meaning of § 7 was, alternatively, the State of Illinois or the Eastern Interior Coal Province Sales Area, the latter being one of four major coal distribution areas recognized by the coal industry and comprising Illinois and Indiana, and parts of Kentucky Tennessee, Iowa, Minnesota, Wisconsin, and Missouri.[3]
(...)

While under normal circumstances a delineation of proper geographic and product markets is a necessary precondition to assessment of the probabilities of a substantial effect on competition within them, in this case we nevertheless affirm the District Court's judgment without reaching these questions. By determining that the amount and availability of usable reserves, and not the past annual production figures relied on by the Government, were the proper indicators of future ability to compete, the District Court wholly rejected the Government's 511*511 prima facie case. Irrespective of the markets within which the acquiring and the acquired company might be viewed as competitors for purposes of this § 7 suit, the Government's statistical presentation simply did not establish that a substantial lessening of competition was likely to occur in any market. By concluding that ""divestiture [would not] benefit competition even were this court to accept the Government's unrealistic product and geographic market definitions,"" 341 F. Supp., at 560, the District Court rendered superfluous its further determinations that the Government also erred in its choice of relevant markets. Since we agree with the District Court that the Government's reliance on production statistics in the context of this case was insufficient, it follows that the judgment before us may be affirmed without reaching the issues of geographic and product markets.

The judgment of the District Court is affirmed.
",No,Yes,Government,Company,govCase,p2,No,Yes,No,No
52,Cases,,,"Gulf Oil Corp. v. Copp Paving Co., Inc.",https://www.westlaw.com/Document/I0327d8f69bd611d991d0cc6b54f12d4d/View/FullText.html?listSource=Search&list=CASE&rank=200&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Mar-74,415 U.S. 988,94 S.Ct. 1586,73-1012,1974,Yes,"This case concerns the jurisdictional requirements of § 2 (a) of the Clayton Act, as amended by the Robinson-Patman Act, 49 Stat. 1526,[1] 15 U. S. C. § 13 (a), and of §§ 3 and 7 of the Clayton Act, 38 Stat. 731, as amended, 15 U. S. C. §§ 14 and 18. It presents the questions whether a firm engaged in entirely intrastate sales of asphaltic concrete, a product that can be marketed only locally, is a corporation ""in commerce"" within the meaning of each of these sections, and whether such sales are ""in commerce"" and ""in the course of such commerce"" within the meaning of §§ 2 (a) and 3 respectively. The Court of Appeals for the Ninth Circuit held these jurisdictional requirements satisfied, without more, by the fact that sales of asphaltic concrete are made for use in construction of interstate highways. 487 F. 2d 202 (1973). We reverse.",No,No,Smaller Company,Bigger Company,plb,p2,Yes,No,No,No
53,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I235f4b679c1e11d9bdd1cfdd544ca3a4&rank=202&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Bangor Punta Operations, Inc. v. Bangor & A. R. Co.",https://www.westlaw.com/Document/I235f4b679c1e11d9bdd1cfdd544ca3a4/View/FullText.html?listSource=Search&list=CASE&rank=202&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Jun-74,417 U.S. 703,94 S.Ct. 2578,73-718,1974,No,"This case involves an action by a Maine railroad corporation seeking damages from its former owners for violations of federal antitrust and securities laws, applicable state statutes, and common-law principles. The complaint alleged that the former owners had engaged in various acts of corporate waste and mismanagement during the period of their control. The shareholder presently in control of the railroad acquired more than 99% of the railroad's shares from the former owners long after the alleged wrongs occurred. We must decide whether equitable principles applicable under federal and state law preclude recovery by the railroad in these circumstances.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
54,Cases,,,"Missouri Portland Cement Co. v. Cargill, Inc.",https://www.westlaw.com/Document/I1d2551889c9711d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=254&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,25-Jul-74,418 U.S. 919,94 S.Ct. 3210,73-2014,1974,No,Decision on a motion to vacate in a pending antitrust litigation. Procedural ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
55,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I6506599d9c9711d9bc61beebb95be672&rank=301&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,"Granny Goose Foods, Inc. v. Brotherhood of Teamsters and Auto Truck Drivers Local No. 70 of Alameda County",https://www.westlaw.com/Document/I6506599d9c9711d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=301&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,4-Mar-74,415 U.S. 423,94 S.Ct. 1113,72-1566,1974,No,"This case concerns the interpretation of 28 U. S. C. § 1450,[1] which provides in pertinent part: ""Whenever any action is removed from a State court to a district court of the United States . . . [a]ll injunctions, orders, and other proceedings had in such action prior to its removal shall remain in full force and effect until dissolved or modified by the district court."" The District Court held respondent Union in criminal contempt for 426*426 violating a temporary restraining order issued by the California Superior Court on May 18, 1970, prior to the removal of the case from the Superior Court to the District Court. The Court of Appeals reversed, one judge dissenting, on the ground that the temporary restraining order had expired long before November 30, 1970, the date of the alleged contempt. 472 F. 2d 764 (CA9 1973). The court reasoned that under both § 527 of the California Code of Civil Procedure and Fed. Rule Civ. Proc. 65 (b), the temporary restraining order must have expired no later than June 7, 1970, 20 days after its issuance. The court rejected petitioners' contention that the life of the order was indefinitely prolonged by § 1450 ""until dissolved or modified by the district court,"" holding that the purpose of that statute ""is to prevent a break in the force of an injunction or a restraining order that could otherwise occur when jurisdiction is being shifted,"" 472 F. 2d, at 767, not to ""create a special breed of temporary restraining orders that survive beyond the life span imposed by the state law from which they spring and beyond the life that the district court could have granted them had the orders initiated from the federal court."" Id., at 766.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
56,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I650680a39c9711d9bc61beebb95be672&rank=302&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Sampson v. Murray,https://www.westlaw.com/Document/I650680a39c9711d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=302&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Feb-74,415 U.S. 61,94 S.Ct. 937,72-403,1974,No,"Respondent is a probationary employee in the Public Buildings Service of the General Services Administration (GSA). In May 1971, approximately four months 63*63 after her employment with GSA began, she was advised in writing by the Acting Commissioner of the Public Buildings Service, W. H. Sanders, that she would be discharged from her position on May 29, 1971. She then filed this action in the United States District Court for the District of Columbia, seeking to temporarily enjoin her dismissal pending her pursuit of an administrative appeal to the Civil Service Commission. The District Court granted a temporary restraining order, and after an adversary hearing extended the interim injunctive relief in favor of respondent until the Acting Commissioner of the Public Buildings Service testified about the reasons for respondent's dismissal.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
57,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=Icea04e219c9611d993e6d35cc61aab4a&rank=161&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,U. S. v. ITT Continental Baking Co.,https://www.westlaw.com/Document/Icea04e219c9611d993e6d35cc61aab4a/View/FullText.html?listSource=Search&list=CASE&rank=161&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,19-Feb-75,420 U.S. 223,95 S.Ct. 926,73-1290,1975,Yes,"The question presented by this case is whether violations of the prohibition of a Federal Trade Commission (FTC) consent order against ""acquiring"" other companies constituted single violations within the meaning of the applicable civil penalty statutes, 38 Stat. 734, as amended, 15 U. S. C. § 21 (l); 38 Stat. 719, as amended, 15 U. S. C. § 45 (l), or whether such violations constituted a ""continuing failure or neglect to obey"" within the meaning of those statutes, authorizing imposition of daily penalties. The United States District Court for the District of Colorado interpreted the consent order to proscribe only the initial act of acquisition and held that therefore only a single penalty might be imposed. 1972 CCH Trade Cases ¶ 73,993, p. 92,127 (Aug. 2, 1971). The Court of Appeals for the Tenth Circuit affirmed the District Court to that extent, 485 F. 2d 16 (1973). A subsequent decision of the Court of Appeals for the Eighth Circuit is in conflict, United States v. Beatrice Foods Co., 493 F. 2d 1259 (1974), cert. pending No. 73-1798. In interpreting a consent order worded in its pertinent terms similarly to that in this case, the Court of Appeals for the Eighth Circuit held that acquisition is a continuing offense until it is undone, noting that the construction of ""acquiring"" as a single rather than continuing violation ""ignores the crucial effects of an acquisition and would render nonacquisition orders virtually meaningless."" Id., at 1270.

We granted certiorari in order to resolve this conflict between Courts of Appeals concerning the proper application of the ""continuing"" violation clauses of 15 U. S. C. §§ 21 (l) and 45 (l) to wording employed in a large number of FTC consent orders.[1] Since we interpret 226*226 ""acquiring"" as used in the consent order in this case to mean both the initial transaction and the maintaining of the rights obtained without resale, we hold that violation of the consent order is a continuing violation subject to daily penalties, and reverse.[2]",Yes,No,Government,Company,govCase,p1,No,Yes,No,No
58,Cases,Yellow KeyCite,https://www.westlaw.com/Link/RelatedInformation/Flag?docGuid=I6b47f0669c2511d9bc61beebb95be672&rank=277&listSource=Search&list=CASE&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Alyeska Pipeline Service Co. v. Wilderness Society,https://www.westlaw.com/Document/I6b47f0669c2511d9bc61beebb95be672/View/FullText.html?listSource=Search&list=CASE&rank=277&sessionScopeId=4bf52b47ab8a30a0c354223d42e8203fa804931858114e1d1270d4986c81673b&ppcid=e20d53891a2b47faa7bc74de77bf5729&originationContext=Search%20Result&transitionType=SearchItem&contextData=%28sc.Default%29&VR=3.0&RS=cblt1.0,Supreme Court of the United States,12-May-75,421 U.S. 240,95 S.Ct. 1612,73-1977,1975,No,"This litigation was initiated by respondents Wilderness Society, Environmental Defense Fund, Inc., and Friends of the Earth in an attempt to prevent the issuance of permits by the Secretary of the Interior which were required for the construction of the trans-Alaska oil pipeline. The Court of Appeals awarded attorneys' fees to respondents against petitioner Alyeska Pipeline Service Co. based upon the court's equitable powers and the theory that respondents were entitled to fees because they were performing the services of a ""private attorney general."" Certiorari was granted, 419 U. S. 823 (1974), to determine whether this award of attorneys' fees was appropriate. We reverse.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
